x1,x2,x3,x4,survived
57,21,4,12,0
93,23,19,84,1
62,38,78,31,1
71,40,16,75,1
19,68,1,67,1
45,67,76,51,0
84,1,55,32,0
59,58,27,95,1
42,61,13,64,0
33,72,46,77,1
95,51,11,50,0
9,91,97,85,0
61,94,91,80,0
13,88,84,82,1
76,46,51,68,1
19,77,43,38,1
3,56,95,10,1
53,41,7,77,0
2,82,70,28,1
90,3,98,93,0
96,42,35,42,0
53,43,47,89,0
78,2,82,76,1
14,86,98,79,1
38,39,60,52,0
35,93,21,44,1
20,70,24,83,0
27,48,54,39,1
32,90,23,27,0
94,63,89,56,0
61,97,80,77,0
8,96,46,26,0
82,25,2,43,1
79,12,74,39,0
99,32,27,14,1
96,43,79,17,1
60,5,16,0,0
15,1,55,55,0
28,43,0,68,1
3,49,68,88,0
71,16,95,53,1
87,94,81,78,1
99,49,74,17,0
83,27,19,13,1
29,71,41,86,0
67,56,34,25,1
47,42,37,31,0
68,41,79,17,1
54,83,9,79,0
49,55,29,76,1
51,23,45,69,1
3,33,34,83,1
53,10,24,78,1
16,35,8,51,1
29,76,36,55,0
75,68,96,13,0
31,19,5,50,0
14,32,68,33,1
78,11,84,47,1
4,31,62,17,0
30,39,95,75,0
62,76,25,19,0
20,91,35,56,1
38,54,24,34,1
92,68,35,61,1
87,16,2,68,1
38,46,56,20,0
80,13,17,53,1
73,85,37,83,1
34,83,29,89,1
38,82,79,80,1
11,80,13,22,1
93,7,3,1,0
4,95,2,5,0
91,49,22,84,1
24,0,57,96,0
34,95,36,29,1
58,29,74,11,1
8,96,56,61,0
62,27,80,5,0
34,3,97,42,1
30,51,41,41,1
19,88,88,91,1
77,92,8,19,1
65,41,44,49,1
23,32,26,39,1
82,82,6,18,0
56,61,84,32,0
3,11,90,85,0
35,42,21,84,1
30,86,70,13,1
41,29,56,74,1
16,80,88,32,0
94,49,89,86,0
29,79,84,44,0
6,67,52,11,0
19,54,93,73,1
12,71,56,59,0
37,51,32,49,1
35,87,88,64,1
60,92,26,74,0
58,74,87,66,0
60,27,16,40,0
88,89,95,71,0
9,87,66,20,0
57,17,56,66,0
4,57,36,80,0
89,3,25,99,0
6,64,33,68,0
0,86,82,50,1
63,97,49,58,1
30,73,29,76,0
5,55,50,94,1
74,44,34,77,0
91,26,98,81,1
4,68,46,38,1
43,66,18,67,0
36,81,53,65,0
89,68,35,27,0
9,5,66,29,0
52,41,23,85,0
39,72,53,52,0
64,59,98,33,1
86,40,56,39,1
12,41,48,88,1
1,64,44,14,0
10,52,48,25,1
7,67,42,17,0
61,24,92,2,1
0,26,35,48,1
22,96,27,73,0
38,6,88,71,1
47,44,1,12,1
33,51,44,79,1
27,23,72,5,0
12,57,56,82,0
85,45,7,53,1
87,30,90,39,1
53,85,1,75,0
87,5,97,5,0
23,17,79,60,1
46,80,36,4,1
53,5,39,53,1
36,16,87,19,0
32,16,80,28,1
91,66,29,15,1
78,9,89,47,0
93,5,50,10,1
12,77,13,3,0
49,45,5,39,1
48,45,29,53,1
91,85,18,4,1
79,8,50,18,1
78,61,92,65,0
21,52,54,25,1
81,18,89,86,1
19,42,86,44,0
30,52,90,64,0
97,94,32,45,0
82,17,69,20,0
1,61,46,22,1
17,98,90,69,1
76,30,46,62,1
96,88,48,54,1
59,16,38,41,1
64,73,84,89,0
3,26,60,4,1
93,94,72,30,1
78,57,74,82,1
77,80,30,38,0
60,29,65,96,0
44,12,4,91,0
28,46,0,38,0
57,50,1,67,1
96,7,60,27,0
1,50,9,42,0
75,73,31,6,1
19,45,17,14,1
58,33,63,78,1
57,45,64,47,1
62,60,47,19,0
96,52,21,56,0
81,63,70,39,0
89,6,88,52,0
1,56,14,80,1
11,61,44,5,0
0,86,50,90,1
69,1,43,82,1
62,6,7,42,0
55,60,74,95,1
37,17,50,65,0
60,51,17,29,1
31,70,53,5,0
54,73,78,99,0
31,69,35,80,1
41,53,3,39,1
15,76,16,63,1
61,2,80,43,0
46,24,82,92,1
94,45,3,50,1
49,4,64,90,1
4,54,98,99,1
66,97,97,55,1
80,48,32,27,1
1,82,84,58,0
84,41,82,14,1
28,83,41,44,0
16,35,20,64,0
83,12,19,37,0
20,67,76,96,1
51,25,40,30,1
72,33,21,5,1
62,42,27,35,1
80,41,18,24,1
98,37,97,47,0
99,19,18,32,1
93,90,23,81,1
89,8,67,36,0
87,63,30,91,1
43,41,69,29,0
24,76,55,91,1
93,59,4,86,0
55,58,64,3,1
30,98,21,25,1
96,95,62,42,1
21,78,44,1,0
96,39,92,14,0
46,51,20,58,1
55,11,39,23,1
9,42,11,46,1
76,66,79,48,0
27,85,82,35,1
94,29,33,34,0
95,60,73,60,0
70,44,64,94,0
78,59,36,20,0
47,23,10,26,1
77,73,33,52,0
5,71,60,96,1
38,93,88,90,1
82,35,5,0,1
84,56,56,30,0
43,73,21,64,0
32,89,1,40,0
3,98,11,40,0
58,2,74,81,1
42,90,86,73,0
18,17,14,52,0
34,46,21,46,1
97,53,15,47,1
57,64,61,39,1
15,5,4,95,1
35,76,14,24,0
65,77,36,11,1
4,33,30,55,0
37,16,2,5,1
65,80,2,9,0
20,24,89,30,0
15,63,57,98,0
77,84,86,35,0
21,24,80,86,0
3,84,89,35,1
54,59,29,44,0
98,66,3,20,1
12,73,24,26,1
28,18,48,0,1
6,88,62,50,0
47,48,58,37,0
83,37,85,76,0
66,24,29,0,0
23,44,84,52,0
60,44,6,64,1
16,53,37,65,1
41,2,16,0,0
39,84,38,72,0
22,6,39,80,0
43,48,58,39,1
37,53,87,81,0
46,13,55,44,0
76,87,73,68,0
56,23,96,34,1
14,71,64,16,0
10,3,61,10,1
26,68,15,46,0
52,22,93,0,0
29,93,37,91,0
96,3,67,64,0
47,83,10,22,1
91,85,2,77,1
10,5,64,88,1
41,14,58,96,1
0,1,7,20,0
97,58,8,75,1
48,21,85,10,1
84,18,97,92,0
2,50,52,52,0
0,76,88,80,0
85,98,31,89,1
28,72,47,26,1
49,72,83,45,0
82,30,95,98,0
77,7,72,26,0
9,95,80,34,0
52,91,26,60,1
83,50,91,68,0
11,25,74,69,0
61,56,28,9,1
64,51,43,78,1
33,3,7,2,1
15,41,72,16,1
35,47,80,18,0
31,89,62,85,0
13,50,94,62,1
44,95,43,58,0
12,64,79,50,0
93,66,69,21,1
33,16,13,23,0
39,72,77,15,0
96,98,25,26,0
14,57,74,36,0
58,23,65,92,1
78,39,1,10,1
75,52,43,30,0
11,55,68,37,0
76,88,3,65,1
93,13,32,6,1
90,8,26,2,0
1,78,55,40,1
47,58,81,55,0
51,89,59,47,1
56,24,29,28,0
89,31,91,31,1
95,54,83,18,1
93,90,8,29,1
7,8,89,88,0
16,9,93,49,0
35,45,42,27,0
7,62,71,79,0
7,13,93,48,0
54,36,88,95,1
56,35,86,35,1
58,41,25,64,0
43,38,89,37,0
98,74,59,21,0
70,43,66,23,0
53,8,91,71,1
77,51,47,82,0
86,6,89,40,0
61,88,88,0,0
64,41,42,0,1
12,41,75,15,0
33,80,74,1,0
74,48,47,64,1
95,8,74,29,1
1,4,26,50,0
15,87,66,79,0
58,24,54,87,0
63,43,62,39,1
47,66,0,29,1
90,28,77,32,1
58,33,35,58,1
65,8,80,58,1
70,53,48,76,0
82,81,71,77,1
84,73,67,30,1
44,30,10,66,0
56,21,21,81,1
35,54,12,32,1
53,61,83,47,0
94,89,65,65,1
68,66,90,36,1
35,30,14,34,0
70,3,70,12,1
7,49,8,26,0
60,98,57,89,0
14,82,33,67,0
15,84,36,48,0
23,39,94,80,0
40,90,70,68,0
33,74,26,7,1
73,87,55,64,1
37,33,1,33,0
18,20,70,31,1
19,98,88,18,1
71,58,56,46,1
51,96,38,78,1
19,89,53,69,0
84,16,70,8,1
97,94,97,55,1
36,31,81,17,1
33,83,30,89,0
27,73,95,35,0
26,20,18,98,0
31,85,15,87,1
97,4,24,2,0
73,8,23,57,0
39,64,1,62,1
61,90,36,13,0
12,92,24,42,0
81,52,34,20,1
40,85,67,50,0
39,80,6,50,0
55,13,58,73,0
85,73,33,0,1
48,70,47,31,0
97,11,24,98,0
90,65,23,11,1
54,6,38,56,0
31,83,85,16,0
9,18,79,43,1
69,83,46,60,1
50,73,36,14,1
36,85,32,10,0
90,76,5,29,0
5,18,85,1,0
55,20,70,18,0
15,96,7,41,0
74,67,50,83,1
59,75,34,65,1
10,18,0,57,1
65,86,71,69,0
78,34,42,42,0
55,76,24,76,0
75,17,1,47,0
87,49,28,75,0
13,76,53,39,0
51,13,98,97,0
8,87,99,76,0
0,9,3,68,1
42,46,18,90,0
16,10,4,9,1
35,89,1,77,0
36,41,14,18,1
43,2,83,27,0
26,52,70,71,1
84,35,52,13,1
38,40,91,91,0
53,60,98,17,1
24,16,65,3,0
81,67,60,86,0
79,31,90,38,0
57,19,30,9,0
51,65,96,70,0
19,21,38,57,1
7,64,42,88,0
9,14,99,2,0
40,19,82,90,1
18,53,8,18,0
84,20,39,72,0
40,84,98,18,1
81,88,3,22,0
36,8,17,84,0
17,95,64,0,1
26,6,4,25,1
27,94,27,53,1
58,48,4,1,0
9,91,86,19,1
87,51,6,80,0
98,44,83,23,0
67,99,12,69,1
49,8,30,65,1
14,61,97,11,0
93,54,1,3,0
79,56,89,47,0
62,41,25,71,0
0,86,77,85,1
30,81,69,8,1
8,70,69,57,1
25,40,20,40,0
74,5,38,8,1
17,15,71,53,0
80,45,56,57,1
62,85,47,96,1
47,67,39,59,0
82,4,96,74,0
5,44,25,93,0
41,76,90,14,1
27,2,94,33,1
38,77,66,32,1
32,60,1,84,1
93,27,99,96,0
14,59,67,20,1
66,55,21,8,1
36,48,33,35,1
41,28,12,85,1
1,11,88,25,0
92,40,27,3,0
38,29,77,49,0
12,87,63,2,0
81,44,97,22,1
66,21,13,18,0
94,21,88,63,0
56,79,80,6,0
62,90,70,33,0
41,31,64,6,0
50,43,69,48,0
6,33,4,96,0
52,90,2,33,0
27,75,12,49,1
0,99,66,14,0
26,68,65,6,1
95,54,53,95,0
88,48,96,9,0
79,65,50,21,1
15,31,57,57,1
65,71,66,41,1
36,10,88,69,1
3,36,44,23,1
31,88,26,1,0
25,52,45,20,0
14,27,20,51,0
20,64,79,4,0
79,46,61,53,0
93,99,33,19,0
54,31,34,23,0
74,71,7,23,0
36,63,19,9,1
80,48,41,19,0
62,62,53,52,0
85,58,51,17,0
28,51,88,42,0
86,53,69,14,0
37,31,73,10,1
78,85,21,79,1
91,63,40,27,1
73,79,73,41,1
27,66,75,41,0
67,50,34,87,0
9,92,27,96,0
4,88,65,41,1
67,86,59,61,0
2,96,45,73,1
34,1,82,36,0
73,37,79,19,1
19,99,43,71,0
55,39,34,4,0
49,54,62,45,0
99,61,69,28,1
41,25,13,10,1
91,78,52,39,0
71,45,98,21,0
62,95,30,18,1
75,0,82,91,1
58,19,95,99,0
79,7,55,29,0
87,73,48,55,1
1,78,7,22,0
69,63,57,84,1
36,76,95,16,1
58,8,22,30,1
28,18,45,79,0
95,55,85,56,0
6,82,82,63,1
81,51,88,28,1
91,99,82,87,1
52,61,39,91,0
30,48,64,63,0
39,80,46,52,1
55,73,20,32,0
26,71,48,0,1
59,92,26,22,1
27,74,62,60,1
97,7,19,24,1
35,31,26,56,0
58,32,69,65,1
39,77,42,5,0
45,86,63,54,0
63,60,24,53,0
80,77,71,15,1
37,88,29,42,0
83,33,23,1,0
85,0,2,86,0
53,68,90,29,1
38,43,31,36,1
88,16,75,30,0
82,2,37,83,0
37,39,7,27,0
9,4,25,52,0
38,37,2,92,0
11,56,46,76,0
11,34,15,63,0
55,88,79,24,0
58,1,78,80,0
27,30,55,77,0
17,3,50,86,1
78,67,46,59,1
93,6,34,89,0
42,55,8,98,1
92,12,56,24,0
31,69,4,82,1
96,42,35,1,0
52,13,97,51,1
78,36,9,49,1
21,9,63,62,1
26,68,22,88,1
3,51,36,84,1
46,97,23,26,0
99,41,9,72,1
31,3,48,83,0
6,44,72,56,1
78,57,49,49,1
60,54,35,46,0
39,96,23,54,0
69,87,20,78,1
50,16,47,52,1
86,19,1,27,0
40,96,80,84,0
12,20,39,69,1
51,27,14,86,1
43,69,93,90,0
38,2,79,45,1
90,69,35,52,0
63,46,24,33,1
92,92,42,24,0
31,46,30,13,1
22,11,6,77,1
6,16,94,92,1
42,21,17,82,0
63,39,52,73,0
59,75,79,13,1
86,96,78,44,1
59,6,23,92,1
48,46,59,98,0
47,33,58,15,0
16,95,44,20,1
32,59,49,6,1
48,56,53,73,0
60,51,81,59,1
21,23,32,23,1
4,99,6,91,0
90,55,3,21,0
48,34,69,57,1
24,13,72,24,0
0,80,62,3,1
64,76,79,6,1
77,49,10,32,1
42,29,23,83,1
35,20,49,50,0
92,10,26,31,0
3,23,8,50,0
46,82,61,41,1
36,54,9,83,0
28,58,72,47,1
67,39,71,85,1
75,58,46,74,1
43,96,43,91,0
18,38,28,40,0
50,10,75,27,1
94,74,82,63,1
59,21,49,86,1
88,28,40,69,1
97,8,10,39,1
22,53,87,90,1
7,18,9,29,1
73,88,48,11,0
0,88,67,47,1
28,65,35,62,0
95,70,84,12,0
30,33,5,14,1
71,12,71,86,0
34,32,63,87,1
34,27,44,75,0
95,79,73,96,0
99,43,87,64,0
33,55,53,27,0
70,95,19,26,0
11,12,9,35,1
7,53,59,33,0
94,74,16,15,0
41,93,7,33,1
13,97,77,3,0
86,39,34,17,1
68,34,42,11,0
72,74,28,24,1
80,99,57,30,1
68,35,53,12,0
56,56,72,5,1
39,33,74,43,1
54,79,60,88,0
19,71,19,98,1
17,15,91,65,0
28,54,12,16,0
16,44,42,79,1
29,51,65,74,1
59,24,79,63,1
96,12,80,25,1
95,55,53,91,0
87,73,92,48,1
56,14,5,29,1
83,67,49,75,0
17,42,74,15,1
69,99,19,20,1
64,38,74,93,1
31,71,96,64,0
5,74,83,91,1
74,54,57,87,1
43,35,18,20,0
99,43,17,57,1
80,44,11,22,0
67,16,23,73,1
74,49,28,42,0
85,86,11,99,0
4,15,93,71,0
29,78,70,73,0
39,34,85,91,1
77,27,43,17,0
80,93,73,45,1
93,62,71,58,1
49,6,19,83,1
54,29,28,33,1
66,1,20,87,1
42,49,19,42,0
38,97,50,71,0
55,8,63,12,1
31,90,38,8,1
36,14,22,22,0
47,1,15,12,0
63,0,16,4,1
8,62,53,59,0
22,12,38,37,1
17,63,42,97,1
53,21,66,62,1
25,44,30,40,0
77,36,6,87,0
71,19,33,11,0
82,23,63,63,0
77,23,72,73,1
82,88,86,79,1
86,37,50,32,0
15,72,64,81,0
37,5,27,18,1
31,13,64,18,1
4,40,25,16,0
79,12,60,1,0
63,72,90,34,1
82,69,73,29,1
47,83,66,9,0
35,21,83,52,1
3,23,77,38,1
21,87,32,62,1
10,3,62,4,1
84,91,77,73,1
49,68,70,99,1
2,70,2,46,1
44,53,12,84,0
85,23,46,65,1
94,17,91,49,0
7,93,23,0,1
94,67,1,46,0
86,96,17,76,1
16,34,97,77,1
56,46,45,12,1
96,96,81,64,1
71,93,27,72,1
71,12,97,45,1
59,77,56,99,0
34,52,49,10,0
4,26,31,49,1
67,39,70,61,1
63,85,98,53,1
48,24,38,89,0
58,78,51,63,1
68,31,4,86,1
38,71,51,56,1
10,6,65,86,0
69,80,44,23,0
32,32,98,97,0
17,74,59,30,1
55,81,54,12,1
58,68,15,50,0
50,18,37,27,1
56,23,17,63,1
27,38,49,0,0
82,55,87,24,1
72,74,24,9,1
5,36,61,56,0
40,96,59,2,0
82,13,95,88,0
85,1,56,48,0
47,9,36,16,0
96,4,32,95,0
76,67,91,36,0
53,50,15,85,1
43,74,84,22,1
78,54,88,68,0
34,93,68,76,0
81,44,48,88,1
25,52,56,63,1
11,30,2,74,0
45,97,59,89,1
93,97,20,17,0
82,95,24,12,1
79,67,60,20,1
56,30,47,20,0
98,75,76,98,0
42,9,37,97,1
70,62,83,37,0
49,91,85,15,0
0,21,7,51,1
25,53,59,33,0
2,46,13,82,1
44,11,6,95,1
51,84,4,66,1
99,87,8,19,0
92,54,16,81,0
63,89,28,89,0
65,11,19,21,1
12,25,76,96,1
16,19,73,72,1
8,26,90,59,0
96,72,36,74,0
66,16,77,56,1
41,87,63,12,1
65,37,41,30,0
99,81,94,55,1
36,72,24,43,0
77,33,45,14,0
9,3,7,87,1
97,70,42,82,0
37,84,17,4,0
16,37,99,94,1
50,83,13,94,0
82,43,74,38,0
24,10,34,46,1
20,62,75,92,1
61,24,17,24,0
17,86,70,25,1
58,23,13,72,0
35,32,58,42,0
15,39,48,68,0
80,82,47,19,0
1,86,53,7,0
12,87,3,96,0
10,16,36,47,0
50,94,73,3,1
49,95,38,61,1
75,26,87,88,1
47,55,72,86,1
55,36,56,69,1
10,53,34,40,1
98,50,85,14,1
94,47,17,35,0
63,3,6,57,0
30,41,30,56,0
38,87,15,33,0
59,88,34,39,1
22,91,42,80,1
84,53,56,77,1
61,93,88,51,1
11,21,46,26,1
9,0,79,49,1
94,91,11,56,0
35,97,47,86,0
42,21,8,86,0
80,97,79,77,0
89,5,71,87,0
85,55,4,56,0
78,45,46,80,1
92,51,23,86,0
80,67,39,71,1
21,20,1,24,0
5,95,12,39,0
44,35,78,84,0
75,94,30,68,0
68,37,79,53,1
58,12,47,11,1
12,42,11,43,0
77,58,67,50,1
53,7,82,19,0
9,93,95,19,1
27,79,6,62,1
77,34,74,76,0
45,56,80,98,1
34,60,55,65,0
12,1,4,26,0
23,35,10,53,0
18,60,21,88,1
86,47,51,97,1
50,2,29,57,1
47,60,36,5,0
7,87,15,34,0
11,65,78,35,0
55,19,13,49,0
93,3,92,77,0
81,12,4,48,0
4,17,91,60,0
30,45,62,17,0
31,73,68,78,0
41,33,16,23,1
58,62,94,36,1
76,43,24,32,0
97,41,19,2,1
9,48,51,98,0
55,80,31,11,1
33,9,53,86,1
3,15,36,42,0
8,85,97,42,1
36,7,33,1,1
39,87,78,76,0
71,77,35,16,1
29,1,15,29,0
18,93,31,84,1
59,13,72,5,0
30,7,57,32,0
59,52,63,12,1
6,67,55,56,0
43,53,65,83,0
62,35,83,1,1
41,62,97,82,0
69,70,89,95,1
13,88,30,12,1
39,53,49,99,0
45,60,83,92,0
65,95,86,16,0
1,59,30,31,0
85,91,9,22,0
45,1,79,58,0
75,18,73,2,1
25,49,0,14,0
93,19,91,39,1
77,70,87,22,0
67,67,54,32,1
23,44,50,7,0
15,45,20,39,0
43,84,84,42,0
96,40,44,7,1
23,91,23,75,1
60,75,24,62,1
59,41,37,38,1
10,64,49,99,1
65,23,16,86,1
41,73,20,75,1
64,39,49,89,0
56,98,63,49,1
76,29,30,60,1
27,47,35,60,1
37,9,15,73,1
81,78,70,34,1
88,11,69,85,1
20,16,55,53,0
7,78,14,63,1
44,11,53,63,1
88,12,3,2,1
22,60,19,25,0
71,51,78,70,0
70,24,17,53,0
73,87,66,80,0
49,88,25,56,1
33,94,63,68,1
90,18,20,38,0
72,61,40,13,0
34,87,0,99,0
20,54,62,25,0
51,36,28,44,1
11,0,72,3,1
53,57,13,59,1
75,53,91,80,0
12,75,54,89,0
90,43,99,96,0
65,25,46,66,1
39,11,79,40,1
27,11,99,34,0
39,3,83,93,0
10,55,17,0,1
3,38,38,15,1
44,11,90,78,1
69,30,41,31,0
43,47,26,21,0
68,44,52,82,0
15,16,72,3,1
64,54,19,46,0
31,91,96,8,1
29,47,26,57,0
86,76,7,4,0
66,47,63,37,0
13,65,43,62,0
89,37,95,78,1
53,38,10,76,0
78,80,27,29,0
48,76,20,72,0
88,72,27,67,1
73,75,38,62,0
87,70,36,60,1
23,2,66,47,1
20,59,38,79,0
65,91,10,85,1
51,42,50,47,1
59,1,11,85,1
23,69,59,55,1
90,58,54,77,1
1,81,72,21,1
91,12,93,85,1
32,92,21,38,1
18,44,40,60,0
36,10,54,55,1
9,22,11,35,0
26,53,48,15,1
12,91,73,69,0
31,1,5,44,1
13,3,19,47,1
74,58,83,61,0
63,83,57,3,0
12,36,72,70,0
44,43,88,48,0
0,4,81,94,0
55,22,67,51,1
5,50,92,1,1
28,62,33,64,0
69,95,75,42,0
56,93,28,5,0
60,19,79,79,1
55,89,56,13,1
9,98,28,35,1
13,4,90,4,1
41,92,21,26,0
12,93,51,11,1
95,69,58,72,0
25,46,65,70,1
12,76,80,41,1
57,91,76,86,1
37,42,90,72,0
96,76,99,77,0
67,46,41,22,1
64,71,15,79,1
15,79,19,98,0
23,19,45,82,1
29,37,35,45,1
55,34,37,78,1
48,61,79,69,0
89,2,78,11,0
17,72,18,1,0
33,9,96,55,0
57,48,2,74,0
55,69,31,23,1
92,2,17,1,1
46,31,37,46,1
23,83,39,19,0
97,4,46,47,0
79,3,90,41,1
12,45,28,56,0
75,98,93,87,1
13,15,80,1,0
83,60,58,82,1
40,18,20,50,1
57,2,17,78,0
36,26,1,24,1
7,61,88,29,0
25,55,80,5,0
3,36,55,76,0
63,13,48,8,1
33,38,19,24,0
22,13,39,49,1
94,4,32,58,1
6,6,95,11,1
31,76,62,26,1
76,84,66,50,1
2,39,25,26,1
41,7,35,19,0
89,49,52,98,1
57,33,46,48,0
76,86,49,44,0
72,59,34,65,1
21,91,59,71,1
58,8,36,26,1
45,40,20,95,0
31,15,88,40,0
44,91,86,0,1
56,75,25,17,1
30,94,94,11,1
27,24,79,35,1
23,55,11,39,1
93,86,43,31,1
62,91,86,58,0
77,6,7,84,0
74,50,71,11,0
53,95,96,2,1
36,67,45,18,0
42,48,6,77,1
85,0,44,80,1
18,29,51,66,1
0,44,56,9,1
20,69,43,67,1
40,18,69,41,1
99,56,40,96,1
87,70,92,12,0
58,39,47,81,1
66,59,38,88,0
87,99,4,65,1
18,81,84,32,0
46,62,10,29,1
6,70,3,77,0
16,65,28,61,1
12,85,79,61,1
33,21,52,7,1
13,56,74,51,1
33,42,70,9,0
38,7,17,83,0
17,23,88,92,1
57,76,78,58,1
94,73,11,35,1
84,94,80,58,1
28,18,16,39,1
70,71,85,74,1
87,66,82,84,0
59,44,61,69,1
80,87,42,39,1
32,15,33,31,1
41,74,60,88,1
42,80,90,54,1
73,99,36,45,0
39,75,90,7,1
34,24,32,95,1
34,83,53,48,1
38,1,80,4,0
5,29,51,32,1
56,29,15,56,1
99,38,38,37,0
18,32,41,50,0
4,7,45,67,0
39,60,76,8,1
38,51,54,69,1
75,57,88,63,1
43,88,3,73,0
46,67,25,66,1
96,93,23,53,1
36,83,94,27,0
19,14,45,30,0
76,12,79,19,0
18,1,74,2,0
7,37,76,5,1
73,44,83,48,1
40,21,15,75,0
41,80,90,41,1
34,65,57,40,0
35,92,62,3,1
59,9,33,7,0
97,44,18,46,1
50,53,13,9,0
91,3,41,70,1
95,79,35,1,1
15,20,84,76,0
26,0,66,9,1
86,89,77,77,0
19,68,4,36,0
62,51,93,33,1
64,69,64,15,1
92,65,85,4,0
22,11,62,4,0
64,46,52,83,1
28,40,25,22,0
11,67,74,2,0
6,91,19,86,1
2,23,84,78,0
11,58,58,45,0
5,91,4,1,1
48,26,75,35,1
83,7,54,6,1
37,5,44,12,1
24,76,38,29,0
72,57,11,81,1
57,57,54,88,1
82,91,88,43,0
37,83,58,56,1
84,32,2,0,0
77,90,84,70,1
5,16,83,89,1
56,53,9,52,0
73,55,15,94,0
81,66,19,1,1
24,72,60,7,0
29,56,48,50,1
62,24,4,31,1
22,52,21,31,0
72,56,19,97,0
20,35,4,53,0
2,80,75,62,0
60,25,20,78,0
91,69,93,9,1
1,47,63,20,1
53,65,91,15,1
6,64,12,47,1
7,51,56,76,1
84,97,24,42,1
34,53,70,30,1
69,63,89,3,0
74,29,94,69,0
45,83,63,78,1
56,15,86,94,0
26,75,10,11,0
8,39,64,93,0
96,43,21,22,0
16,65,5,49,0
49,98,67,61,1
62,37,12,65,0
9,32,77,80,0
73,6,44,17,0
73,76,23,17,1
35,78,85,64,0
70,52,0,10,1
43,36,85,48,1
45,1,76,38,0
0,64,5,24,0
3,37,28,93,0
5,19,61,67,0
46,50,23,90,1
77,28,8,31,1
67,88,79,79,1
32,18,88,29,1
37,55,54,48,0
96,10,43,61,1
12,72,79,3,1
90,36,36,58,0
85,92,44,40,0
42,68,66,30,0
99,61,95,1,1
90,86,43,12,0
99,29,98,37,1
84,33,87,15,0
76,70,79,8,0
57,1,76,99,0
83,43,47,35,1
37,82,12,72,0
9,67,38,6,1
66,40,49,64,1
99,37,56,9,1
57,87,50,12,1
88,35,36,97,1
53,68,62,69,1
75,89,10,41,1
47,99,26,63,0
69,96,86,82,0
98,28,37,63,1
11,14,10,88,1
16,29,58,59,1
16,40,30,98,0
79,68,94,6,0
59,5,60,48,0
80,59,61,20,0
18,76,21,79,1
85,25,49,18,1
98,20,8,68,0
59,23,98,20,1
16,36,72,25,1
26,85,77,26,1
37,65,78,33,1
59,69,67,6,1
53,1,62,21,1
85,4,54,18,0
11,43,32,3,0
38,93,4,24,0
47,14,79,69,0
77,78,36,51,1
56,20,32,27,1
51,32,69,54,0
72,23,86,69,1
52,86,21,16,1
20,51,91,67,0
77,52,90,44,1
48,80,66,65,1
85,26,68,42,1
50,79,81,40,1
48,96,73,39,1
27,16,21,14,1
16,41,98,8,0
68,38,70,63,0
63,85,6,63,1
63,65,43,86,1
57,13,10,32,1
39,14,79,15,1
21,5,36,57,1
60,81,87,60,1
62,59,58,53,0
10,15,55,71,1
82,5,52,66,1
41,89,45,35,0
39,88,30,95,0
62,45,93,29,0
12,58,68,18,1
46,75,61,76,0
88,86,52,17,1
1,33,57,88,0
55,3,18,70,0
24,27,29,95,1
37,47,49,75,1
26,99,7,47,0
22,89,72,79,0
4,88,27,83,0
10,68,80,73,0
70,41,85,70,1
62,82,79,79,1
33,22,29,96,1
44,1,2,45,0
65,0,40,45,1
60,8,41,52,1
56,38,93,24,0
75,49,44,80,0
58,10,22,60,1
53,59,33,7,1
6,91,24,17,1
4,61,63,69,1
48,49,68,92,1
37,27,16,74,1
24,99,64,39,1
9,96,51,0,0
6,83,82,84,0
92,79,96,89,1
29,95,90,54,1
76,15,15,46,1
31,23,89,97,1
43,52,21,65,0
44,15,13,46,1
56,77,37,92,1
55,34,95,81,1
25,38,42,20,0
88,42,89,81,0
66,28,28,7,0
96,53,96,92,0
23,14,82,18,0
85,68,1,79,1
2,13,1,76,1
72,24,12,25,0
52,85,18,56,1
13,98,58,31,1
36,50,32,22,1
11,66,52,34,1
98,31,19,82,0
53,29,0,97,1
73,3,42,32,0
92,66,34,57,0
71,32,93,16,1
22,13,91,63,1
59,72,84,22,0
18,87,10,1,0
88,86,31,71,0
54,19,66,6,0
30,21,29,78,0
93,28,80,18,0
19,98,39,72,1
92,14,81,12,0
43,67,4,41,0
12,23,41,34,1
50,86,13,92,1
71,8,76,27,1
95,95,80,76,0
34,32,65,60,0
68,5,98,26,1
8,63,48,62,0
78,60,31,31,1
53,75,64,10,1
35,23,61,99,1
34,51,97,57,1
58,89,42,70,1
97,72,30,27,1
35,30,34,20,0
4,72,16,52,1
84,65,68,61,0
59,58,37,71,0
76,46,81,66,1
34,9,36,8,0
93,17,92,31,1
50,38,68,18,1
99,59,33,43,0
70,57,4,76,0
84,40,28,36,1
85,91,31,91,0
39,39,15,28,0
24,88,93,84,0
83,25,52,33,0
52,24,87,13,1
67,98,52,80,0
82,19,33,26,0
74,56,53,84,0
38,81,89,84,0
15,5,93,99,1
13,0,42,26,0
40,55,76,21,1
96,39,85,16,1
25,18,90,7,1
78,35,92,97,0
11,59,70,66,0
46,57,98,0,0
10,7,86,77,0
31,63,27,59,0
88,39,93,57,0
31,43,90,6,0
67,4,42,56,0
32,34,72,51,1
17,7,99,3,1
66,7,3,81,1
35,23,20,33,0
78,22,76,61,0
91,31,33,44,0
89,84,50,60,0
4,67,91,31,1
70,82,22,94,0
36,71,79,38,1
93,69,61,66,1
33,68,12,37,0
